Compartment	Cluster	Trend	OTU_ID	Kingdom.x	Phylum.x	Class.x	Order.x	Family.x	Genus.x	Species.x	Kingdom.y	Phylum.y	Class.y	Order.y	Family.y	Genus.y	Species.y
RS	RSC1	Transient depletion	331521	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	unclassified	unclassified	Bacteria	Rokubacteria	NC10	Rokubacteriales	uncultured bacterium	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	927380	Bacteria	Planctomycetes	Phycisphaerae	WD2101	unclassified	unclassified	unclassified	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	1141158	Bacteria	Planctomycetes	BD7-11	unclassified	unclassified	unclassified	unclassified	Bacteria	Planctomycetes	BD7-11	unclassified	unclassified	unclassified	unclassified
RS	RSC1	Transient depletion	698517	Bacteria	Proteobacteria	Betaproteobacteria	Ellin6067	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	unclassified
RS	RSC1	Transient depletion	810167	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter	uncultured bacterium
RS	RSC1	Transient depletion	1144575	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	unclassified	unclassified
RS	RSC1	Transient depletion	552989	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured bacterium
RS	RSC1	Transient depletion	4393265	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	unclassified
RS	RSC1	Transient depletion	913264	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC1	Transient depletion	818239	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	uncultured bacterium
RS	RSC1	Transient depletion	940737	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	tertiaricarbonis	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	unclassified	unclassified
RS	RSC1	Transient depletion	895220	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Caenimonas	uncultured bacterium
RS	RSC1	Transient depletion	937372	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	uncultured bacterium
RS	RSC1	Transient depletion	832844	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	unclassified
RS	RSC1	Transient depletion	849683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	unclassified
RS	RSC1	Transient depletion	224740	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC1	Transient depletion	4458222	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC1	Transient depletion	3809681	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC1	Transient depletion	575467	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured bacterium
RS	RSC1	Transient depletion	1089939	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
RS	RSC1	Transient depletion	3116297	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	141531	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	unclassified
RS	RSC1	Transient depletion	534686	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured beta proteobacterium
RS	RSC1	Transient depletion	539866	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	uncultured bacterium	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	813885	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured beta proteobacterium
RS	RSC1	Transient depletion	1044436	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unclassified	unclassified
RS	RSC1	Transient depletion	832619	Bacteria	Proteobacteria	Betaproteobacteria	SC-I-84	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	154699	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	unclassified	unclassified
RS	RSC1	Transient depletion	239407	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	uncultured bacterium
RS	RSC1	Transient depletion	1016118	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
RS	RSC1	Transient depletion	100640	Bacteria	Proteobacteria	Betaproteobacteria	IS-44	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	uncultured bacterium
RS	RSC1	Transient depletion	694781	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured bacterium
RS	RSC1	Transient depletion	1107044	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	auto67_4W	unclassified	unclassified	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	634364	Bacteria	WS3	PRR-12	Sediment-1	PRR-10	unclassified	unclassified	Bacteria	Latescibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
RS	RSC1	Transient depletion	750642	Bacteria	WS3	PRR-12	LD1-PA13	unclassified	unclassified	unclassified	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	uncultured bacterium	uncultured bacterium
RS	RSC4	Persistent depletion	2079834	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	uncultured bacterium	uncultured bacterium
RS	RSC4	Persistent depletion	542613	Bacteria	Acidobacteria	BPC102	B110	unclassified	unclassified	unclassified	Bacteria	Acidobacteria	Subgroup 21	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
RS	RSC4	Persistent depletion	3954601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	SB-5	uncultured bacterium	uncultured bacterium
RS	RSC4	Persistent depletion	512654	Bacteria	OP3	PBS-25	unclassified	unclassified	unclassified	unclassified	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	unclassified
RS	RSC4	Persistent depletion	179879	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC4	Persistent depletion	583051	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC4	Persistent depletion	592970	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC4	Persistent depletion	909520	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured bacterium
RS	RSC4	Persistent depletion	148273	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	unclassified
RS	RSC4	Persistent depletion	579757	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC4	Persistent depletion	246691	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	unclassified	unclassified
RS	RSC4	Persistent depletion	234790	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	mexicanus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
RS	RSC4	Persistent depletion	822195	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC4	Persistent depletion	4295795	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC4	Persistent depletion	4430284	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	RSC4	Persistent depletion	231136	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC4	Persistent depletion	530591	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	uncultured bacterium
RS	RSC4	Persistent depletion	531901	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	uncultured bacterium
RS	RSC4	Persistent depletion	369022	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	unclassified	unclassified
RS	RSC4	Persistent depletion	745157	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	uncultured bacterium
RS	RSC4	Persistent depletion	706547	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Sulfuritalea	unclassified
RS	RSC4	Persistent depletion	1108275	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	unclassified
RS	RSC4	Persistent depletion	527719	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC4	Persistent depletion	1105514	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	unclassified	unclassified
RS	RSC4	Persistent depletion	705559	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	uncultured	uncultured bacterium
RS	RSC4	Persistent depletion	530796	Bacteria	WS4	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria	WS4	unclassified	unclassified	unclassified	unclassified	unclassified
RS	RSC3	NA	178178	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Gloeotrichia	unclassified	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	unclassified	unclassified
RS	RSC3	NA	237315	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	unclassified	unclassified	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	unclassified	unclassified
RS	RSC3	NA	209202	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	unclassified	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	unclassified
RS	RSC3	NA	568229	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Azospira	unclassified
RS	RSC3	NA	225453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Cellvibrio	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
RS	RSC3	NA	719367	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	unclassified
RS	RSC3	NA	7346	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	lemoignei	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Paucimonas	uncultured bacterium
RS	RSC3	NA	730387	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Azoarcus	uncultured bacterium
RS	RSC3	NA	788334	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Azoarcus	uncultured bacterium
RS	RSC3	NA	276270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	unclassified	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	unclassified
RS	RSC3	NA	588703	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC3	NA	590693	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uncultured bacterium
RS	RSC3	NA	4439656	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Tepidimonas	unclassified
RS	RSC3	NA	593171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	fulvum	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	uncultured bacterium
RS	RSC3	NA	813906	Bacteria	Proteobacteria	Betaproteobacteria	SBla14	unclassified	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Gallionellaceae	Sideroxydans	uncultured bacterium
RS	RSC3	NA	1052930	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	unclassified
RS	RSC3	NA	635410	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Inhella	unclassified
RS	RSC3	NA	815406	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	uncultured bacterium
RS	RSC3	NA	1120118	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured bacterium
RS	RSC3	NA	1139285	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	unclassified
RS	RSC3	NA	697479	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Tepidimonas	unclassified
RS	RSC3	NA	2565173	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	unclassified	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	unclassified
RS	RSC3	NA	4414809	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	unclassified	unclassified	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	uncultured bacterium
RS	RSC3	NA	113378	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	unclassified	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	unclassified
